Farmacia ;latitude;longitude
Farmàcia Giralt;1.724301;41.2253024
Farmàcia Pedraza;1.7268228;41.2230598
Farmacia Bonavista;2.0920398;41.6173787
Farmacia Nogueras;1.8323947;41.7297543
Farmàcia Laguna;1.7315571;41.2241547
Farmàcia Peset, Clara;1.720489;41.2238124
Farmàcia Granda;1.7184343;41.2264784
;2.719384;41.6321111
Farmàcia Travessera;2.1577785;41.4012395
;2.1139246;41.3578565
Farmàcia Josep Maria Guerrero;1.8962835;41.8246226
;2.211779;41.4453421
;2.074781;41.288315
La Vita;2.078052;41.3027505
Draper;2.4914528;41.6898604
Farmàcia Ecoceutics Can Batlló;2.134416;41.3677946
;2.070857;41.3519939
;2.1964541;41.4224873
;2.0364581;41.492004
Farmàcia Iglesias;2.193692;41.5154874
;2.0979015;41.5619926
;2.109793;41.5467771
Drogaria São Paulo;-46.5527512;-23.6212962
Drogasil;-46.5509734;-23.6237645
Farmàcia Hormigos Pérez, M. Carme;2.1318138;41.3682668
;2.1751466;41.4445016
;2.4506037;41.5457933
;2.4511352;41.5475791
Ana Torrent;2.6918657;41.6223886
Farmàcia Badia;2.6927961;41.6294405
;1.6861672;41.5310222
;2.1762664;41.3894928
Farmaciola;2.0726541;41.2885131
Farmàcia Xavier Casas Sanchez;2.357922;41.6393568
;2.2179818;41.4310668
Farmàcia Tiana;2.2708028;41.4783608
;2.1604807;41.3791341
Farmàcia Tous Trepat, Xavier;1.6145305;41.5878499
Farmàcia Miserachs Solà, Anna Maria;1.6168726;41.5819922
Farmàcia Casas Verdes, Cristina;1.6247675;41.5773334
Farmàcia Vives Singla, Emma;1.6264748;41.5821999
Farmàcia Valles Queralt, Rosa Maria;1.6051319;41.5864643
Farmacia Saz;2.1753075;41.4426763
;2.4346411;41.5557094
;2.4314908;41.5373666
